project_id,project_name,description,state,district,latitude,longitude,category,sanctioned_amount,actual_expenditure,start_date,completion_date,contractor,reported_progress,image_path
MPL-00651,Check dam construction for irrigation in Gandhinagar,Check dam construction for irrigation in Gandhinagar,Maharashtra,Thane,19.107116,73.039457,Irrigation,2780216.15,2428829.17,2020-10-04,2021-04-29,Progressive Engineering Works,90.5,/static/demo_images/irrigation_placeholder.jpg
MPL-00862,Construction of Primary Health Sub-Centre in Anandpur,Construction of Primary Health Sub-Centre in Anandpur,Tamil Nadu,Madurai,9.950294,78.199735,Healthcare Facility,2278962.82,2299063.06,2024-06-21,2025-03-22,Rapid Nation Builders,91.5,/static/demo_images/healthcare_facility_placeholder.jpg
MPL-00749,Construction of irrigation canal near Ramganj,Construction of irrigation canal near Ramganj,Rajasthan,Jaipur,26.941247,75.689046,Irrigation,2555880.45,2569094.25,2020-01-03,2020-09-03,Cityscape Engineering Works,98.0,/static/demo_images/irrigation_placeholder.jpg
MPL-00764,Rural electrification work in Tagorepur,Rural electrification work in Tagorepur,Tamil Nadu,Coimbatore,11.155892,76.96463,Electrification,801253.42,689537.0,2023-02-25,2023-05-27,Cityscape Construction Co.,95.2,/static/demo_images/electrification_placeholder.jpg
MPL-00361,Building of village community hall at Fatehpur,Building of village community hall at Fatehpur,Tamil Nadu,Chennai,13.130524,80.411021,Community Hall,2003879.71,1897074.29,2024-06-20,2024-12-05,Rajdhani Builders,85.9,/static/demo_images/community_hall_placeholder.jpg
MPL-00656,Installation of solar street lights in Balrampur,Installation of solar street lights in Balrampur,Rajasthan,Jaipur,27.049824,75.904313,Electrification,801547.68,784862.11,2020-11-09,2021-01-29,Shree Engineering Works,93.6,/static/demo_images/electrification_placeholder.jpg
MPL-00052,Renovation of panchayat library building in Shivnagar,Renovation of panchayat library building in Shivnagar,West Bengal,Siliguri,26.811891,88.349461,Library,925540.21,855304.83,2024-09-03,2025-01-11,Metro Engineering Works,85.2,/static/demo_images/library_placeholder.jpg
MPL-00618,Construction of dispensary building in Subhaspur,Construction of dispensary building in Subhaspur,Rajasthan,Udaipur,24.474786,73.762156,Healthcare Facility,3580132.19,3410185.62,2024-06-28,2024-12-13,Cityscape Builders,98.3,/static/demo_images/healthcare_facility_placeholder.jpg
MPL-00628,Construction of irrigation canal near Saraswatipur,Construction of irrigation canal near Saraswatipur,Rajasthan,Kota,25.321739,75.890368,Irrigation,1522543.0,1467558.02,2023-05-24,2024-01-04,Om Infra Ltd.,90.0,/static/demo_images/irrigation_placeholder.jpg
MPL-00172,Construction of village playground in Saraswatipur,Construction of village playground in Saraswatipur,Bihar,Darbhanga,26.259518,85.882206,Sports Infrastructure,872092.54,760926.34,2020-10-27,2021-03-09,Cityscape Infra Ltd.,94.7,/static/demo_images/sports_infrastructure_placeholder.jpg
MPL-00827,Construction of Primary Health Sub-Centre in Balrampur,Construction of Primary Health Sub-Centre in Balrampur,Karnataka,Hubli,15.364374,75.110442,Healthcare Facility,1924294.1,1749417.4,2022-12-18,2023-09-26,Shree Balaji Infra Pvt Ltd,86.3,/static/demo_images/healthcare_facility_placeholder.jpg
MPL-00697,Drainage system construction in Gopalpur,Drainage system construction in Gopalpur,Tamil Nadu,Trichy,10.866288,78.783552,Sanitation,903363.02,821994.8,2019-05-12,2022-10-01,Bharat Builders,87.3,/static/demo_images/sanitation_placeholder.jpg
MPL-00082,Construction of Community Hall in Lakshmipur,Construction of Community Hall in Lakshmipur,Tamil Nadu,Coimbatore,11.049648,76.920563,Community Hall,1924701.87,1827568.81,2020-08-09,2021-02-27,Rajdhani Builders,91.9,/static/demo_images/community_hall_placeholder.jpg
MPL-00005,Installation of drinking water supply system in Subhaspur,Installation of drinking water supply system in Subhaspur,Uttar Pradesh,Meerut,29.066421,77.851966,Drinking Water,1164254.18,1191377.5,2023-02-03,2023-05-19,Sundar Construction Co.,90.6,/static/demo_images/drinking_water_placeholder.jpg
MPL-00570,Installation of high-mast lighting in Bhagwanpur,Installation of high-mast lighting in Bhagwanpur,Tamil Nadu,Madurai,10.028409,78.091087,Electrification,499721.78,467210.3,2024-08-06,2024-09-29,Vishwakarma Engineering Works,96.5,/static/demo_images/electrification_placeholder.jpg
MPL-00323,Construction of irrigation canal near Saraswatipur,Construction of irrigation canal near Saraswatipur,Maharashtra,Thane,19.334578,72.960306,Irrigation,1260338.49,1236385.4,2024-11-19,2025-08-06,Rapid Nation Builders,95.9,/static/demo_images/irrigation_placeholder.jpg
MPL-00616,Construction of Community Hall in Bhagwanpur,Construction of Community Hall in Bhagwanpur,Kerala,Thiruvananthapuram,8.614567,76.871486,Community Hall,2097220.46,2094619.9,2023-04-12,2023-10-16,National Engineering Works,91.0,/static/demo_images/community_hall_placeholder.jpg
MPL-00402,Construction of open gymnasium in Narayanpur,Construction of open gymnasium in Narayanpur,Rajasthan,Ajmer,26.433353,74.780763,Sports Infrastructure,1427385.16,1263817.28,2024-02-14,2024-06-27,Shree Balaji Infra Pvt Ltd,91.5,/static/demo_images/sports_infrastructure_placeholder.jpg
MPL-00372,Construction of village playground in Gopalpur,Construction of village playground in Gopalpur,Uttar Pradesh,Varanasi,25.449126,82.968537,Sports Infrastructure,1505538.84,1385251.65,2020-02-05,2020-05-17,Reliable Infra Ltd.,87.0,/static/demo_images/sports_infrastructure_placeholder.jpg
MPL-00523,Borewell and handpump installation for Ashoknagar,Borewell and handpump installation for Ashoknagar,Uttar Pradesh,Varanasi,25.253119,82.954301,Drinking Water,747435.7,755680.47,2019-08-03,2019-12-01,Progressive Construction Co.,87.6,/static/demo_images/drinking_water_placeholder.jpg
MPL-00719,Construction of link road connecting Gopalpur,Construction of link road connecting Gopalpur,Bihar,Bhagalpur,25.232622,86.883448,Road Construction,1754579.78,1640187.06,2024-01-11,2026-09-18,Prime Builders,89.1,/static/demo_images/road_construction_placeholder.jpg
MPL-00729,"Construction of additional classrooms at Government School, Lakshmipur","Construction of additional classrooms at Government School, Lakshmipur",Kerala,Thiruvananthapuram,8.391795,76.841419,School Infrastructure,2446496.43,2206422.67,2020-03-23,2020-03-31,Sundar Builders,86.2,/static/demo_images/school_infrastructure_placeholder.jpg
MPL-00194,Overhead water tank construction in Narayanpur,Overhead water tank construction in Narayanpur,Maharashtra,Aurangabad,20.006627,75.367043,Drinking Water,814062.46,716767.57,2022-09-13,2023-01-25,Rajdhani Builders,90.7,/static/demo_images/drinking_water_placeholder.jpg
MPL-00289,Setting up of reading room and library in Narayanpur,Setting up of reading room and library in Narayanpur,Maharashtra,Aurangabad,19.999441,75.467552,Library,600310.76,556860.17,2022-02-05,2022-05-14,Highway Infra Ltd.,91.9,/static/demo_images/library_placeholder.jpg
MPL-00191,Development of sports ground with boundary wall in Bhagwanpur,Development of sports ground with boundary wall in Bhagwanpur,Kerala,Kozhikode,11.171467,75.90251,Sports Infrastructure,993506.83,1025099.19,2020-04-25,2020-09-05,Modern Builders,98.7,/static/demo_images/sports_infrastructure_placeholder.jpg
MPL-00784,Rural electrification work in Chandpur,Rural electrification work in Chandpur,Bihar,Gaya,24.686452,85.057029,Electrification,590429.61,606630.27,2020-06-18,2020-09-25,Prime Construction Co.,85.6,/static/demo_images/electrification_placeholder.jpg
MPL-00301,Construction of open gymnasium in Ashoknagar,Construction of open gymnasium in Ashoknagar,Karnataka,Mangaluru,12.946815,74.795543,Sports Infrastructure,778914.98,672022.46,2022-02-08,2022-07-15,Vishwakarma Builders,94.8,/static/demo_images/sports_infrastructure_placeholder.jpg
MPL-00571,Renovation of panchayat library building in Narayanpur,Renovation of panchayat library building in Narayanpur,Kerala,Kozhikode,11.391768,75.737229,Library,1140009.31,1185641.33,2020-08-26,2021-01-02,Cityscape Infra Ltd.,86.6,/static/demo_images/library_placeholder.jpg
MPL-00887,Construction of irrigation canal near Ganeshpur,Construction of irrigation canal near Ganeshpur,Karnataka,Mysuru,12.345609,76.617777,Irrigation,1179571.01,1232503.28,2019-02-09,2019-09-10,Rapid Nation Builders,93.9,/static/demo_images/irrigation_placeholder.jpg
MPL-00244,Construction of open gymnasium in Bhagwanpur,Construction of open gymnasium in Bhagwanpur,Kerala,Thrissur,10.495125,76.258251,Sports Infrastructure,1522181.76,1535509.38,2021-09-07,2021-12-24,Modern Engineering Works,90.8,/static/demo_images/sports_infrastructure_placeholder.jpg
MPL-00476,Rural electrification work in Balrampur,Rural electrification work in Balrampur,Kerala,Kollam,8.758418,76.472798,Electrification,901975.44,775781.14,2023-04-21,2023-07-09,Om Infra Ltd.,86.3,/static/demo_images/electrification_placeholder.jpg
MPL-00412,Installation of high-mast lighting in Lakshmipur,Installation of high-mast lighting in Lakshmipur,West Bengal,Siliguri,26.795571,88.468717,Electrification,689747.97,603135.15,2024-05-25,2024-08-17,Ganga Infra Ltd.,88.0,/static/demo_images/electrification_placeholder.jpg
MPL-00956,Construction of Community Hall in Mahadevpur,Construction of Community Hall in Mahadevpur,Tamil Nadu,Madurai,9.825231,78.095388,Community Hall,2048264.34,2032444.31,2024-04-08,2024-10-22,SuperFast Construction Co.,96.1,/static/demo_images/community_hall_placeholder.jpg
MPL-00265,Construction of irrigation canal near Ganeshpur,Construction of irrigation canal near Ganeshpur,Tamil Nadu,Madurai,10.046723,78.218607,Irrigation,1769944.79,1519567.1,2023-11-10,2024-05-10,Apex Infra Ltd.,92.4,/static/demo_images/irrigation_placeholder.jpg
MPL-00673,Rural electrification work in Gopalpur,Rural electrification work in Gopalpur,Uttar Pradesh,Agra,27.108911,78.062152,Electrification,639952.04,1368623.06,2021-07-08,2021-10-07,Om Infra Ltd.,89.2,/static/demo_images/electrification_placeholder.jpg
MPL-00017,Construction of village public library in Saraswatipur,Construction of village public library in Saraswatipur,Kerala,Thiruvananthapuram,8.609486,77.028849,Library,711368.92,618454.3,2024-03-27,2024-06-29,Om Infra Ltd.,95.1,/static/demo_images/library_placeholder.jpg
MPL-00134,Construction of concrete road from Vijaynagar to main highway,Construction of concrete road from Vijaynagar to main highway,Karnataka,Hubli,15.434582,75.162477,Road Construction,3017303.02,3008363.95,2022-09-23,2023-04-29,Bharat Builders,85.7,/static/demo_images/road_construction_placeholder.jpg
MPL-00240,Construction of link road connecting Gopalpur,Construction of link road connecting Gopalpur,Karnataka,Mysuru,12.185453,76.510648,Road Construction,2162753.84,2154433.03,2020-02-24,2020-08-30,United Builders,89.7,/static/demo_images/road_construction_placeholder.jpg
MPL-00462,Rural electrification work in Indranagar,Rural electrification work in Indranagar,West Bengal,Durgapur,23.527794,87.370649,Electrification,727232.25,634045.03,2024-12-06,2025-03-01,National Engineering Works,92.3,/static/demo_images/electrification_placeholder.jpg
MPL-00871,Upgradation of health centre facilities in Narayanpur,Upgradation of health centre facilities in Narayanpur,Rajasthan,Jodhpur,26.315008,72.994403,Healthcare Facility,2891125.5,2638542.12,2024-02-05,2024-09-04,Rapid Nation Builders,92.4,/static/demo_images/healthcare_facility_placeholder.jpg
MPL-00604,Construction of community sanitation block in Ganeshpur,Construction of community sanitation block in Ganeshpur,Bihar,Gaya,24.902401,85.030225,Sanitation,1116645.21,1012343.23,2021-02-14,2021-06-10,Reliable Builders,87.7,/static/demo_images/sanitation_placeholder.jpg
MPL-00263,Installation of irrigation pump sets in Balrampur,Installation of irrigation pump sets in Balrampur,Rajasthan,Jaipur,26.927436,75.665718,Irrigation,1333623.96,1345309.1,2021-06-29,2022-01-22,Bharat Construction Co.,88.0,/static/demo_images/irrigation_placeholder.jpg
MPL-00475,Construction of village playground in Indranagar,Construction of village playground in Indranagar,Kerala,Kollam,8.805173,76.569195,Sports Infrastructure,1010333.4,887387.31,2021-09-29,2022-02-01,Sundar Builders,86.1,/static/demo_images/sports_infrastructure_placeholder.jpg
MPL-00138,Installation of irrigation pump sets in Vijaynagar,Installation of irrigation pump sets in Vijaynagar,Bihar,Gaya,24.725516,84.874983,Irrigation,1946549.36,1822206.57,2021-01-09,2021-06-26,Progressive Builders,89.4,/static/demo_images/irrigation_placeholder.jpg
MPL-00703,Installation of irrigation pump sets in Vijaynagar,Installation of irrigation pump sets in Vijaynagar,West Bengal,Asansol,23.776692,87.040104,Irrigation,1883071.7,1910726.34,2021-01-05,2023-12-28,Reliable Engineering Works,91.9,/static/demo_images/irrigation_placeholder.jpg
MPL-00283,Construction of village playground in Saraswatipur,Construction of village playground in Saraswatipur,Kerala,Thiruvananthapuram,8.390451,76.787745,Sports Infrastructure,756391.2,767570.25,2020-02-02,2020-05-26,Shree Engineering Works,88.1,/static/demo_images/sports_infrastructure_placeholder.jpg
MPL-00700,Overhead water tank construction in Vijaynagar,Overhead water tank construction in Vijaynagar,Rajasthan,Ajmer,26.303214,74.587932,Drinking Water,1207849.96,1121151.76,2020-03-29,2020-04-05,Bharat Construction Co.,93.0,/static/demo_images/drinking_water_placeholder.jpg
MPL-00669,Repair and widening of village road in Mahadevpur,Repair and widening of village road in Mahadevpur,Uttar Pradesh,Lucknow,26.977574,80.929573,Road Construction,1807345.68,3549291.18,2023-01-05,2023-07-20,Prime Construction Co.,86.3,/static/demo_images/road_construction_placeholder.jpg
MPL-00176,Repair and widening of village road in Ashoknagar,Repair and widening of village road in Ashoknagar,West Bengal,Siliguri,26.687363,88.311555,Road Construction,3426193.18,3239932.92,2024-02-07,2024-09-22,Skyline Engineering Works,91.2,/static/demo_images/road_construction_placeholder.jpg
MPL-00908,Repair and widening of village road in Ramganj,Repair and widening of village road in Ramganj,Uttar Pradesh,Agra,27.171816,77.913313,Road Construction,1836841.28,1872743.55,2021-12-02,2022-08-03,Rapid Nation Builders,97.3,/static/demo_images/road_construction_placeholder.jpg
MPL-00946,Installation of high-mast lighting in Balrampur,Installation of high-mast lighting in Balrampur,Uttar Pradesh,Kanpur,26.31332,80.252309,Electrification,425498.09,404813.6,2020-04-08,2020-07-14,SuperFast Construction Co.,92.7,/static/demo_images/electrification_placeholder.jpg
MPL-00350,Construction of link road connecting Tagorepur,Construction of link road connecting Tagorepur,Kerala,Kollam,8.756855,76.718575,Road Construction,2106940.31,2002788.75,2022-04-02,2022-11-26,Ganga Infra Ltd.,94.1,/static/demo_images/road_construction_placeholder.jpg
MPL-00715,Setting up of reading room and library in Shivnagar,Setting up of reading room and library in Shivnagar,Uttar Pradesh,Kanpur,26.370819,80.310449,Library,759191.16,657366.87,2021-04-07,2024-05-24,Bharat Engineering Works,90.6,/static/demo_images/library_placeholder.jpg
MPL-00542,Construction of Primary Health Sub-Centre in Sundarpur,Construction of Primary Health Sub-Centre in Sundarpur,Karnataka,Mangaluru,12.870036,74.842778,Healthcare Facility,1915907.68,1982631.71,2022-03-14,2022-12-25,Sundar Engineering Works,99.6,/static/demo_images/healthcare_facility_placeholder.jpg
MPL-00223,"Construction of additional classrooms at Government School, Mahadevpur","Construction of additional classrooms at Government School, Mahadevpur",Karnataka,Bengaluru,12.900306,77.703391,School Infrastructure,2029887.04,1984867.63,2020-04-12,2020-08-14,Skyline Construction Co.,90.3,/static/demo_images/school_infrastructure_placeholder.jpg
